;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.2.2.2.6-11:;DEFUNCIONES POR TIPO DE CERTIFICACIÓN Y GRUPO DE EDAD DEL FALLECIDO, SEGÚN SEXO Y LISTA DETALLADA DE CAUSAS DE MUERTE,  2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;DEFUNCIONES;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CÓDIGO DE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAUSAS;;;;;;;Grupo de edad del fallecido;;;;;;;;;;;;;;;;;;;;;;;
DE MUERTE;Descripción de lista detallada de causas de muerte;Tipo de certificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(CIE-10);;;;;;;Menores de 1 año;;;;Mayores de un año;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Total;Médico;Testigo;No especificado;% certificación médica;Total;Menores 7 días;7 a 27 días;28 días a 11 Meses;1 a 4 años;5 a 9 años;10 a 14 años;15 a 19 años;20 a 24 años;25 a 29 años;30 a 34 años;35 a 39 años;40 a 44 años;45 a 49 años;" 50 a 54
años";55 a 59 años;60 a 64 años;65 a 69 años;70 a 74 años;75 a 79 años;80 a 84 años;85 años y más;No especificado;
(A00-Y98);TOTAL DE DEFUNCIONES POR ENFERMEDADES Y;106.388;106.040;348;0;99,7;1.557;956;246;355;223;143;176;542;875;1.052;1.154;1.347;1.933;2.754;4.233;5.829;7.251;8.861;11.217;12.848;14.102;30.290;1;
;CAUSAS EXTERNAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Hombres;55.773;55.629;144;0;99,7;830;498;142;190;119;72;92;384;656;800;823;939;1.291;1.758;2.678;3.703;4.453;5.277;6.489;7.083;7.028;11.297;1;
;    Mujeres;50.593;50.389;204;0;99,6;705;437;103;165;104;71;84;158;219;252;331;408;642;996;1.555;2.126;2.798;3.584;4.728;5.765;7.074;18.993;0;
;    Indeterminado/¹;22;22;0;0;100,0;22;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
(A00-R99);TOTAL DEFUNCIONES POR ENFERMEDADES;98.809;98.463;346;0;99,6;1.532;950;245;337;160;113;109;259;304;452;578;803;1.412;2.230;3.677;5.279;6.787;8.472;10.816;12.485;13.811;29.529;1;
;    Hombres;50.024;49.881;143;0;99,7;815;494;141;180;85;52;58;151;183;289;338;485;834;1.321;2.212;3.252;4.079;4.966;6.176;6.832;6.857;11.038;1;
;    Mujeres;48.764;48.561;203;0;99,6;696;436;103;157;75;61;51;108;121;163;240;318;578;909;1.465;2.027;2.708;3.506;4.640;5.653;6.954;18.491;0;
;    Indeterminado/¹;21;21;0;0;100,0;21;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A04;Otras infecciones intestinales bacterianas;65;65;0;0;100,0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;2;5;4;3;13;6;26;0;
;    Hombres;20;20;0;0;100,0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;2;2;2;3;1;6;0;
;    Mujeres;45;45;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;2;1;10;5;20;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A09;Diarrea y gastroenteritis de presunto origen in-;254;253;1;0;99,6;2;0;0;2;0;0;0;2;2;0;0;1;0;0;5;8;7;15;28;28;44;112;0;
;feccioso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Hombres;82;82;0;0;100,0;1;0;0;1;0;0;0;1;2;0;0;0;0;0;1;3;3;9;12;11;15;24;0;
;    Mujeres;172;171;1;0;99,4;1;0;0;1;0;0;0;1;0;0;0;1;0;0;4;5;4;6;16;17;29;88;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A16;Tuberculosis respiratoria, no confirmada bacterio-;181;181;0;0;100,0;0;0;0;0;0;0;0;1;1;6;6;5;6;11;20;20;21;16;16;18;11;22;1;
;lógica o histológicamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;    Hombres;133;133;0;0;100,0;0;0;0;0;0;0;0;0;1;4;4;4;6;9;17;16;17;13;12;8;6;15;1;
;    Mujeres;48;48;0;0;100,0;0;0;0;0;0;0;0;1;0;2;2;1;0;2;3;4;4;3;4;10;5;7;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A17;Tuberculosis del sistema nervioso;12;12;0;0;100,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;2;1;0;3;0;1;0;
;    Hombres;9;9;0;0;100,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;2;0;1;0;
;    Mujeres;3;3;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A18;Tuberculosis de otros órganos;11;11;0;0;100,0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;1;0;2;1;0;
;    Hombres;5;5;0;0;100,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;
;    Mujeres;6;6;0;0;100,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;2;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A19;Tuberculosis miliar;6;6;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;1;0;0;
;    Hombres;5;5;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0;0;
;    Mujeres;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A23;Brucelosis;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
;    Hombres;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Mujeres;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A27;Leptospirosis;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
;    Hombres;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
;    Mujeres;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A32;Listeriosis;14;14;0;0;100,0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;2;1;2;1;1;1;0;
;    Hombres;8;8;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;2;0;1;0;0;0;0;
;    Mujeres;6;6;0;0;100,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A35;Otros tétanos;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
;    Hombres;1;1;0;0;100,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
;    Mujeres;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A37;Tos ferina (tos convulsiva);9;9;0;0;100,0;9;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Hombres;3;3;0;0;100,0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Mujeres;6;6;0;0;100,0;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
A39;Infección meningocócica;29;29;0;0;100,0;3;0;1;2;1;0;1;2;2;2;0;0;1;2;2;5;0;1;3;2;0;2;0;
;    Hombres;11;11;0;0;100,0;3;0;1;2;0;0;1;0;1;0;0;0;0;1;2;1;0;1;0;1;0;0;0;
;    Mujeres;18;18;0;0;100,0;0;0;0;0;1;0;0;2;1;2;0;0;1;1;0;4;0;0;3;1;0;2;0;
;    Indeterminado/¹;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
